word,1,2,3,4,5,6,7,8,9,10
symétrie,-0.888645,0.576083,-2.135303,0.409626,0.488883,1.274935,-1.51628,-1.370966,0.25097,-0.89406
inégalité,-0.485122,0.970568,-1.406767,-1.357154,1.302887,0.245347,0.397823,0.421872,-1.361412,0.517643
chaîne,-1.459804,-0.619285,-1.82188,0.398262,1.066243,0.351331,0.356298,-0.331157,-0.772274,-0.141898
prouver,-0.123876,1.269239,-0.675064,-0.467131,2.024007,0.672061,1.829631,0.104177,-1.21459,-0.798439
Gauss,0.095369,1.22501,-1.396989,-1.807112,1.244569,-0.641404,0.835461,-0.355669,-1.285479,0.567586
symétrique,-1.715223,-0.323743,-1.904856,-0.31465,1.745841,0.838102,-0.808913,-0.77301,-0.736598,-0.805671
Riemann,-0.673704,1.432569,-1.146123,-2.536443,1.445111,-0.164427,0.523496,-0.116244,-0.878259,-0.044677
$\mathbb{Z}$,-2.533811,0.433967,-0.91699,-0.734828,0.555455,0.591294,-0.073867,0.716855,-1.089844,-1.878392
polyèdre,0.107097,1.163661,-1.84738,1.304558,1.63473,0.056209,-1.528345,-2.068996,-0.572554,-0.736868
binaire,-1.670078,-0.407687,-2.581362,1.358198,1.054921,0.076334,0.696763,-0.29431,-1.021051,0.397286
demi,-0.27754,0.11687,-2.161776,-0.445267,0.092667,1.373864,-1.695035,-1.342448,-1.623173,-1.29409
multiplication,-1.72313,0.757632,-2.499965,-0.208888,0.403884,0.147358,0.208788,0.006745,-0.501009,0.326214
libre,-0.724319,-1.447903,-1.50217,0.263021,0.955594,0.62022,0.33973,-1.771646,0.018927,-0.836031
identité,-0.833323,1.228012,-1.666852,-0.809712,1.209576,0.478446,-0.128672,-0.443893,-0.73077,-0.411477
Hilbert,-0.338818,0.660316,-0.815469,-1.158331,1.809537,-0.354055,0.826407,-0.837917,-0.557153,-0.514705
scalaire,-2.119033,0.17856,-2.192126,-1.303298,1.462776,1.48932,-0.884412,0.087645,-0.198573,-0.024982
solide,0.632587,1.0283,-2.538594,0.445354,0.405229,0.67335,-1.54793,-2.148763,-0.703596,-0.428601
densité,-1.593382,-0.747183,-2.094164,-1.516012,0.297786,1.394572,0.432123,0.656666,-0.794324,0.796554
lemme,0.092373,1.624508,-0.958684,-0.545866,2.250624,-0.427137,0.330484,-0.027669,-1.524506,0.215636
