word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
type,-0.376577,0.1016,1.095857,0.573741,1.090468,-1.500734,-0.867018,1.010467,0.226161,-0.473077,0.298932,-0.36615,-1.537838,0.648008,0.11604,1.147853,0.385184,0.0988,0.013174,-0.186735,1.031974,0.289138,-0.192774
mot,0.370583,0.343419,0.911466,0.250009,0.834241,-1.060646,-0.622924,0.798106,-0.469145,-1.3087,0.017304,0.01496,-0.053785,0.017083,-0.105282,1.168938,-1.155315,0.360146,-0.840238,0.435287,0.467202,-1.030125,-1.324311
algébrique,-0.821816,-0.312035,0.212522,-0.37366,0.560144,-0.211789,0.792807,0.904752,-0.934541,-1.587108,-1.172304,-1.444926,-1.433587,0.4995,1.010557,0.172357,-1.421483,1.726514,-1.291295,-1.041702,0.906941,1.006844,-0.316955
degré,-0.198188,0.274439,0.657502,0.057873,-1.277292,-0.749127,-0.838132,2.116725,0.849603,-1.270574,0.058188,-0.848248,0.641647,0.042196,-0.439491,-0.259454,-0.414325,0.449586,0.337177,-0.071501,-0.089192,0.254752,1.648954
langage,-0.565149,0.512122,0.044654,-0.720593,0.877435,-0.542136,-0.589167,1.172827,-1.398383,-1.424071,-1.454403,-0.799434,-0.736634,0.085871,0.078818,0.924683,-0.152444,0.305969,-1.397399,0.023426,1.509095,-0.639787,-1.053525
nul,-0.638328,0.048239,-0.229153,1.254735,0.098221,-1.322222,1.371537,0.805285,0.832025,0.42416,0.287513,-1.238852,-0.408253,-0.548099,0.337919,0.577621,-1.344472,1.073923,-0.12719,-1.642277,-0.174099,-0.907693,-0.089803
moins,-0.424979,0.366791,-0.048015,0.547011,0.329941,-2.410105,0.16051,0.926867,1.150086,0.149874,0.904627,0.235999,-0.411292,0.269265,-0.239632,1.385415,-0.397344,0.193744,-0.729735,-0.037082,0.698204,-0.786911,0.653317
objet,-0.270744,-0.995722,0.175175,-0.511175,1.691145,-1.163831,-0.147735,-0.143122,1.065676,-1.875165,0.733122,-0.772211,-0.452895,0.012302,0.109539,0.800784,-0.224575,-0.165453,-0.496621,0.234503,1.003779,-0.115152,0.072438
triangle,-0.125411,-0.8384,1.289124,-0.148484,-0.14024,-0.544979,0.708725,-0.770829,-0.490679,-0.637493,0.183391,-1.021873,-0.625926,1.216218,1.33324,0.802216,-0.671532,0.83882,0.048725,-0.309877,-0.294701,0.149613,-0.584297
structure,-0.099656,-0.372447,0.138193,-0.245484,1.245732,-1.653692,0.654674,0.004011,-0.39278,-0.994291,0.282616,-0.628631,-1.396848,0.920171,-0.205141,0.281112,-0.215098,0.812043,-0.038979,-0.315815,1.67852,0.841175,-0.231478
corps,0.280157,-0.292665,1.23837,0.643626,0.897212,-1.794561,0.34534,-0.28783,0.474866,-0.878977,0.164592,-0.199699,0.193927,-0.097563,0.619296,0.983005,-0.709832,-0.600644,-0.718971,-0.640399,0.809958,1.494358,0.035398
rapport,-1.02411,-0.164573,0.156306,-0.477574,0.571822,-2.01266,0.093304,0.526954,0.825669,-0.192388,0.626885,-1.441246,-0.647051,0.252152,-0.686346,0.066833,-0.635011,-0.111277,-0.565202,-0.129553,0.507126,-0.289952,0.289405
longueur,-0.2679,-0.354686,1.365791,0.287547,-0.553887,-1.930359,-0.125661,0.526055,0.561644,-0.226237,0.828383,-0.921053,-1.534591,0.934669,0.822233,1.636824,-0.031958,0.936319,0.778884,-0.271543,0.001009,0.366624,1.120451
informatique,-1.342622,-0.057348,-0.289619,-0.977207,0.73782,-0.896571,0.275554,1.490995,-0.986715,-1.148897,-0.805422,-0.706099,-1.150668,0.195495,0.249972,-0.033264,1.839191,-0.929179,-0.536927,0.31768,1.394518,0.197735,-1.100858
infini,-0.390583,-0.177085,0.826183,-0.536801,1.657613,-0.358701,0.359932,0.06623,-0.319324,-0.62813,-0.061317,-1.181692,-0.703008,-0.776837,1.141582,0.4977,-1.515932,1.388019,-0.292796,-1.072199,0.380954,-0.628497,-0.06879
variété,0.448863,-0.790562,0.551545,-0.141913,0.648973,-0.457325,-0.318123,1.359809,0.646019,-0.201261,-0.644343,0.441611,-0.608476,1.281415,-0.611472,0.850032,-0.484722,1.723235,-0.392563,0.97102,0.880291,0.434091,-0.274379
ligne,0.234392,0.236568,0.068152,-0.057556,-0.803938,-2.068747,-1.210214,0.076857,-0.203747,-0.547004,1.154084,-0.749892,-0.424302,-0.110861,0.283166,0.430792,0.737274,0.261546,0.76335,-0.557215,0.611532,0.100465,0.189998
positif,-1.20977,0.193218,0.390218,-0.417908,0.960372,-1.429942,0.560913,1.068592,0.264963,0.13412,-0.524393,-0.732181,-0.272184,0.04463,-0.514609,0.251153,-0.830762,0.7135,-0.512325,-0.932003,0.43234,-1.329192,-0.010803
angle,0.280813,-0.655964,1.0231,-0.23998,0.037104,-1.728244,0.380614,-1.072429,-0.353116,-1.167105,0.320008,-0.997416,-0.773725,0.699665,1.34147,0.997113,-0.574161,1.271829,-0.093368,-0.872544,0.018454,0.177222,0.711992
polynôme,-1.188163,0.600334,0.693327,-0.069162,1.12971,-0.352041,0.769943,1.899433,-0.332997,-0.883948,-1.556489,-1.336649,-0.766047,0.56268,1.577228,0.478992,-1.835848,2.198329,-1.108126,-1.604437,-1.668472,1.075545,0.070424
centre,0.0317,-0.874395,-0.785272,-0.649732,-0.439238,-2.201289,0.418126,-0.10363,-0.518295,-0.286115,1.222159,-0.050322,-0.209092,0.328345,0.264499,0.107795,0.59962,-0.09592,1.230689,0.471982,1.131866,0.803408,-0.764428
démonstration,-0.8529,0.041799,-0.164947,-0.138458,0.185333,-0.125035,0.447674,-0.086085,-0.029953,-0.65304,-0.329758,-1.062729,-0.823134,-0.228908,0.706623,0.539544,-0.053237,0.387009,-1.375416,-1.090536,1.101485,-0.330605,0.253212
vectoriel,-0.515077,0.121175,1.15387,-0.293765,1.815684,-0.680896,0.77438,0.959927,-1.247937,-1.429664,-0.818923,-1.970046,-1.722979,0.09641,1.04184,0.337506,-0.450248,1.266107,-0.733737,-0.59486,-0.144941,0.607499,-0.351016
limite,-0.189761,0.324472,-0.366371,-0.435342,0.491811,-2.491062,-0.020743,-0.325303,0.341345,-0.182843,0.386983,-0.534646,-0.956236,0.205315,-0.150823,0.835879,-0.693168,1.001225,0.392333,-0.669808,-0.11602,0.290745,-0.306574
