word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
règle,-0.293672,0.216495,0.830602,0.341203,0.573026,0.456726,1.245723,-0.485919,-1.552018,-1.141302,0.624119,-0.844906,-0.521482,1.712949,-0.758619
volume,0.741852,1.73454,0.794512,0.364812,-0.334989,1.608283,-0.912376,1.09676,-0.244644,-1.191585,-0.098411,1.088275,0.73834,0.752185,0.274744
calculer,0.313661,0.253632,0.14404,0.488335,-1.240411,0.983327,-0.473916,-1.130337,-0.531761,-0.741795,0.298811,-0.338329,-1.325761,2.041357,-1.863957
constant,-1.18811,0.652483,0.684811,-0.250792,-0.746909,0.453331,-0.503081,-0.826505,-0.261575,-0.342762,0.339172,0.439225,-0.825974,1.901672,-0.255582
quatre,0.566712,-0.186697,-0.570304,-1.84812,1.074325,0.428624,0.535844,-0.244234,-0.651242,-0.777329,0.165175,0.550605,0.507859,1.341641,-0.650551
différentiel,-0.187172,0.008917,0.327301,0.482205,-1.544768,0.75436,0.506849,-0.905124,-0.019433,-0.713139,0.913269,0.655178,-2.213727,1.629337,-0.803223
hypothèse,-0.548136,0.719947,2.234628,-0.018886,-0.553302,-0.022236,-0.410978,-0.921043,-0.708072,0.284712,0.527322,-0.497358,-0.083348,1.630686,-0.862774
image,0.489565,-0.008614,0.947148,-0.092892,0.175725,0.852761,-0.264525,-1.508214,-0.967145,-0.982304,-0.029405,0.282275,0.585426,0.643147,0.636193
régulier,0.388891,-0.180259,-0.947372,-0.521929,0.708078,0.747528,0.777813,-0.31872,-0.84675,-0.272585,-0.240939,0.168675,-0.598024,1.376014,-0.885674
complet,0.377422,0.458421,0.187339,-0.422852,-0.30833,0.816191,0.49207,-0.146076,-1.03314,-0.900148,0.150728,0.309519,0.257969,1.028383,0.034593
racine,-0.125648,0.166842,1.442214,-0.201505,0.482835,-0.186801,-0.028925,-0.428843,1.12134,-0.04877,0.035012,0.190681,0.571111,1.658789,0.249602
coefficient,-0.296426,0.374375,-0.329236,1.113895,-1.17693,0.749982,0.611022,-0.91039,0.396663,-0.532137,0.8063,0.335697,-1.320782,2.394787,-1.548299
côté,-0.126345,-0.60648,0.156822,-1.87601,1.320786,0.112391,0.055047,-1.459784,-0.369731,0.08331,0.499223,0.472499,0.400259,0.418224,-0.163286
preuve,-0.684021,-0.173588,2.018577,-0.027813,-0.13621,0.110282,0.113643,-0.375494,-1.789277,-0.240305,-0.202307,-0.594089,-0.468173,1.140021,-0.612253
axiome,-0.99983,0.592457,1.113229,1.396206,-1.092069,-0.121232,0.974004,-0.330751,0.44939,-1.070085,0.324318,-1.050554,-1.262834,0.159429,-0.928576
$\mathbb{R}$,0.711165,0.443738,-0.749231,0.95142,0.506257,0.789491,-1.069456,0.307996,-0.059335,-1.068605,1.010762,1.211398,0.24749,0.201175,-1.035939
continue,-0.040217,-0.213058,0.258605,-1.0128,0.043831,0.466476,0.353375,-0.45973,-1.295256,0.055108,0.10566,0.171148,-0.170031,0.65134,-0.141038
résoudre,-0.547576,-0.501676,1.335501,-0.576557,-0.367492,-0.29326,-0.043703,-0.766884,-1.657298,-0.294478,0.417213,-0.179465,-0.846114,0.633641,-0.900871
arithmétique,-0.365843,0.589791,0.848603,1.015807,-1.735103,0.340801,1.111615,-0.482858,0.955409,-1.546871,0.559977,-1.008795,-0.849445,1.254017,-0.604144
conjecture,-0.928338,0.395967,1.930897,1.014641,-1.139044,0.327152,0.395772,-0.35503,0.379361,0.043449,0.085777,-0.565977,-0.932962,-0.243917,-0.655204
réseau,1.399664,0.372764,-1.026058,-0.338598,0.570361,-0.208772,-0.970691,-1.339579,-1.436346,-0.388752,0.974178,-0.628517,-1.299854,1.313791,1.408045
opération,0.815579,-0.472578,-0.033128,-0.972227,-0.022564,-0.894822,-0.249426,0.053209,-2.080353,-0.173033,0.444134,0.694056,-1.154601,0.311199,0.20661
chiffre,0.981444,0.365943,-0.3855,0.235166,0.390636,0.070564,-0.623905,0.171447,-0.832845,-1.109615,-0.55956,-0.953907,-0.49733,2.267175,-0.493328
expression,0.105184,0.322303,1.776322,0.758124,0.181937,-0.139874,0.974892,-1.035842,-0.906071,-0.579512,0.452508,-0.047966,0.691835,1.680362,0.41562
propre,0.202799,-0.650162,1.097453,-0.79694,0.619152,0.280147,0.382029,-0.940231,-1.630728,-0.537314,0.722503,-0.354197,0.300992,1.143164,0.180606
principal,0.483778,-0.13033,-0.16669,-1.078478,0.354314,0.33773,-0.41873,-0.843714,-1.062421,0.294561,1.020723,0.067894,0.69463,1.035531,0.079863
paramètre,0.428563,0.546861,0.575636,0.61681,-1.075208,1.143515,-0.603363,-1.493103,-0.320263,-0.653674,1.20627,-0.288742,-1.732495,1.986265,-1.402537
coordonnée,0.505202,1.74513,0.009215,0.88835,-0.550937,-0.221671,-0.860036,-1.110809,0.458925,-0.462013,1.092948,0.14728,-1.093358,0.906909,-1.533242
opérateur,0.062772,-0.875768,-0.872883,0.051524,-0.519335,-0.084942,-1.274484,-1.015053,-1.170362,-1.046471,1.56927,-0.536523,-0.856551,0.368107,0.712876
numérique,1.065414,0.146884,-0.302705,0.651921,-0.488551,0.580788,-0.43471,-1.357746,-1.47865,-1.951779,0.622566,-0.651894,-0.361703,1.11163,1.017275
unité,0.931291,0.438199,-0.449037,-0.623066,0.311553,-0.985533,-0.291386,0.276307,-1.243604,-0.511738,1.145903,0.181121,-0.926279,1.442791,0.059424
liste,0.708586,1.325157,-0.905903,-0.302151,1.262148,0.10765,-0.555619,0.124715,-0.558211,0.228965,1.102668,0.048468,1.194033,1.4331,0.515629
convexe,0.619172,-0.01057,0.430844,-0.091158,-0.211361,-0.196011,1.241755,-1.974309,2.422763,-0.119653,0.523897,0.552449,-1.149995,1.023581,-1.361543
rationnel,-0.580348,0.552985,2.208822,0.97401,-1.040611,0.176163,0.861371,-1.451653,-0.720717,-0.458946,0.528427,-0.839196,-0.807465,1.205215,0.125659
nœud,1.364837,-0.206184,-0.270231,-0.305388,-0.039141,-0.414329,-0.738669,-0.614439,0.798047,-1.512834,0.180348,0.351763,-1.379801,1.124919,-0.994862
$\mathbb{Q}$,0.425641,-0.004678,-0.386346,1.392261,0.245006,0.441547,-0.193865,-0.404268,0.157373,-0.719902,0.558836,0.588093,0.052174,0.21382,-1.181588
topologie,0.600749,0.169425,0.482265,1.236935,-0.712508,0.062927,0.500685,-1.714011,1.030222,-0.554341,1.241943,-1.052768,-1.793388,0.024408,-0.637147
origine,0.37638,0.045427,0.673108,-1.096997,0.395749,-0.051564,-0.333687,-0.347871,-0.568227,0.120872,0.672804,-0.378013,1.440557,1.405119,0.371586
distribution,-0.623505,-1.38022,-0.723374,0.55902,-0.101388,0.738427,-2.087744,-1.045915,-0.280611,0.5475,1.111649,0.580851,1.634773,0.379346,0.647976
intervalle,0.148529,0.47065,0.436677,-0.140315,-0.058623,0.482445,0.184434,-0.817776,0.051297,-0.908872,-0.141446,0.322574,-1.095388,1.435266,-1.664224
compact,1.942549,-0.777385,0.054216,0.234435,-0.569431,0.479648,-0.252035,-0.872922,0.795181,-1.417838,0.609584,0.372248,-0.224965,0.75333,-0.452762
reste,0.254824,-0.227782,0.552013,-1.690805,0.813168,0.053506,0.444413,-0.509137,-1.018261,0.25913,0.072826,-0.11576,0.032074,1.293902,-0.681669
test,0.822117,-0.659633,0.136693,0.632102,-0.783579,1.249015,0.65523,0.12642,-1.546827,-0.634883,0.555471,0.786453,-1.097464,1.339295,-0.49882
