word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
variété,-1.217204,-2.480021,0.582097,0.605056,1.063054,0.809403,0.828599,1.317865,-0.326646,-1.862194,1.034792,1.998143,0.387556,1.046247,0.212479,0.563238,-1.265873,-0.09456,-0.159041
ligne,-0.066614,-0.763999,0.078109,1.860209,0.728919,0.785957,-1.685165,0.415309,-0.597731,-0.570101,0.029572,-0.256963,-0.373022,1.765923,-2.250109,0.22745,-0.157974,-0.731002,-0.115946
positif,-0.884041,-1.702014,1.511631,1.619484,0.246763,1.423183,-0.157708,0.268719,0.073993,-1.431034,1.006555,-0.778591,0.362878,-0.920741,-0.472732,-0.353287,-1.767332,-0.117395,-0.342373
angle,1.492426,-1.261213,1.356386,1.632895,0.91339,0.720043,-1.258839,0.009519,-0.132677,-2.703057,1.001214,1.135632,-0.573651,-0.097313,-1.887885,-1.033793,-0.084528,0.281701,1.270816
polynôme,0.772627,-1.859872,1.82152,2.363717,1.393553,0.363792,-0.0428,0.728046,0.623118,0.309725,0.912278,0.230115,1.155363,-0.211741,0.544109,-1.256002,-2.036505,-0.46824,-0.737627
centre,0.452554,-1.597641,0.045204,0.441301,1.64537,0.411624,-0.731464,0.623747,-0.359838,-1.17512,1.316679,0.226358,-1.479028,0.823571,-1.975814,-1.885221,-1.247623,0.044446,0.961611
démonstration,0.115604,-1.497682,-0.168261,1.560277,-0.134817,0.19286,-1.358321,-0.861851,0.620389,-1.091895,0.90162,0.822156,1.449038,0.973462,-0.336303,0.60366,-1.139293,0.663815,-1.352822
vectoriel,-1.738086,-1.634738,-0.23734,2.329448,1.906724,0.996978,0.151753,0.683831,-0.985879,-1.165588,1.664504,1.59381,0.455876,0.411147,0.329774,0.189031,-1.003155,-0.339459,0.633764
limite,-1.413375,-1.644846,0.57847,1.439984,-0.19807,0.766224,-0.709268,-0.374376,0.596032,-1.205664,1.262066,-0.081755,-0.008694,-0.712664,-0.271228,0.784489,-1.748971,-0.649947,-0.098076
représentation,-1.087154,-1.355055,0.371211,1.910115,1.268583,0.549124,-0.011774,0.201582,0.636492,-0.88458,0.611792,1.064201,0.854036,0.562716,-0.531966,-0.839259,-0.834315,-0.123217,-0.243576
