word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
mot,0.291762,-0.936157,1.01076,-0.685881,-0.776913,-0.721571,1.381412,-1.042148,-0.705098,0.553473,-0.386662,0.352445,-0.188243,0.026785,-1.18432,0.126397,0.430754,1.250233,-0.785579,0.348311,-0.309649,-0.526648,0.484243,-0.473681,-0.820948,-0.560717,0.766264,-0.528449,0.75394,0.397723
algébrique,-0.202691,0.701691,1.122031,0.158207,-0.609517,0.614954,1.67285,-0.902097,-0.133107,1.444739,1.788966,0.432221,-0.390654,0.73651,0.043373,0.184813,-0.922826,1.390082,-0.667014,-0.702284,0.457992,-0.522878,-0.184615,-0.410235,0.268001,-1.031029,0.264545,-0.365838,-0.540253,2.146942
degré,-0.322875,-1.634539,0.507147,0.668997,-0.151001,0.132904,0.013572,-0.175978,-0.384185,-0.162136,0.728454,-1.292216,-0.227317,0.459474,0.218647,0.702562,-1.973179,0.273801,0.387425,0.153678,0.955591,-1.24886,0.135569,0.139244,0.900428,0.34463,-0.243514,-1.261931,1.027407,-0.459958
langage,-0.487687,-0.04745,0.247057,-1.333899,-0.735202,0.170034,2.195905,-0.104433,-1.270682,0.938894,-0.33832,-0.004258,-0.612783,0.366489,-0.163582,0.109261,0.570825,1.383823,-1.291996,-0.174895,0.173577,-0.620938,0.505244,-0.563122,0.308309,-1.252213,0.994614,-0.820368,-0.081235,0.49604
nul,0.213023,-0.502923,0.835842,1.490422,-0.440034,0.549966,0.79462,-1.682175,0.65847,0.944584,1.110672,-0.294792,-0.353042,-0.16909,-1.112904,0.474857,-0.073743,-0.088697,-0.105536,-0.242371,0.043061,-0.480204,-0.72989,-1.44788,-0.185465,0.586675,1.830516,0.973408,0.841319,1.071722
moins,-0.124575,-1.225076,0.072562,0.144855,0.180435,0.19993,0.329924,-1.280367,-0.015089,0.84346,-0.948687,-0.395118,-0.136094,0.298772,0.137142,0.554044,-0.687576,-0.323098,-0.511169,-0.327698,0.180031,0.662815,-0.0358,-0.20605,-0.776929,-0.030722,1.748112,0.259214,1.890767,-0.004806
objet,0.921681,-0.605752,0.510803,-0.371686,-0.6043,0.5178,0.592756,-0.555765,-0.129784,-0.039665,0.220097,0.506697,-0.776528,0.301589,0.143439,0.504216,-0.069669,0.859785,-0.104122,-0.615558,0.414296,0.818864,1.308846,0.59278,-0.170294,-1.579084,1.410543,-0.108333,1.25829,0.135288
triangle,0.591787,0.144356,0.567311,0.79537,0.614456,-0.313699,-0.330446,-1.257941,0.034969,1.055344,1.144109,0.801686,0.719507,0.687063,0.025904,0.270126,0.478365,0.631371,-0.947137,-0.02335,0.141165,-0.603422,-0.109819,0.880688,0.252954,-0.493491,0.600404,-0.424835,-0.012509,1.080827
structure,-0.001115,0.879626,0.361882,-0.830204,-0.230721,0.394612,-0.296201,-0.552577,-0.494918,1.594518,0.172563,-0.154542,-0.422535,0.17192,0.353845,0.518176,-0.573403,0.309632,-0.446607,-0.622265,0.065833,0.447076,0.594464,1.395214,-0.099418,-0.993548,1.046717,-0.197678,1.26577,1.367384
corps,0.553771,-0.255156,0.574685,-0.04136,-0.425788,0.482206,-0.680287,-0.547318,0.324184,0.296408,-0.288481,0.588575,-0.966265,0.742364,-0.512883,0.768092,-0.244989,-0.482496,-1.011949,-1.321472,-0.326825,-0.344458,0.766711,1.24126,-0.615865,0.255859,0.791198,-1.026384,1.194429,0.520816
rapport,0.166836,-0.886899,0.073017,0.035714,-0.019038,1.40684,0.319547,-0.213605,-0.350412,1.25553,0.643682,-0.404139,-0.545751,0.092606,0.204465,0.496063,-0.683306,-0.305694,-0.183194,0.319539,0.131779,-0.151115,0.176943,0.33966,-0.496008,-0.728729,1.433946,-0.026416,1.503169,-0.153028
longueur,0.609137,-0.871857,0.231694,0.362733,0.860142,-0.328715,0.25219,-2.376685,-0.11049,1.489671,0.692749,0.051963,0.688353,0.578913,0.705766,1.463555,-1.089401,0.202041,0.245006,-0.945706,0.22386,-0.582613,-0.153211,0.494111,0.267806,0.152893,1.540883,-0.557947,0.809254,-0.162588
informatique,-0.271519,0.963311,-0.353769,-0.990186,0.195162,0.679278,1.378409,1.270576,-1.079861,0.735445,0.066901,-0.55385,0.305111,1.135325,0.343769,-0.364219,0.127992,0.838443,-0.447856,-0.84869,0.164816,-1.020158,1.286322,-0.446595,0.481269,-1.431554,1.633811,-0.132251,0.655323,0.160888
