word,1,2,3,4,5
absolute,-0.502192,-0.53382,0.97853,-0.095384,2.630374
constraint,-0.231355,-1.068748,1.532709,-0.601879,2.077557
relationship,-0.782881,-0.440617,1.555843,-1.184905,1.840571
multiply,-1.348851,-0.953911,-0.366618,-0.434031,2.762001
decision,-0.663786,-1.071208,2.017007,-1.651644,1.032104
six,-2.008782,-0.321666,-1.236825,-1.01882,1.731682
homogeneous,-0.533588,0.716591,1.18002,0.306016,2.717357
cyclic,-0.80602,0.533476,0.098884,0.487628,2.848755
stochastic,-0.372804,0.22711,2.43482,-1.284321,1.077124
Banach,-0.692965,1.789591,1.293106,-0.097792,1.80844
spherical,-0.660449,0.700444,0.190334,0.085933,1.990832
riemannian,-0.306982,2.108298,1.484219,0.287552,2.230361
cardinal,0.031491,-0.028297,0.719046,0.341782,1.450593
generator,-0.806649,0.345816,0.477885,0.001483,2.331775
cubic,-0.911865,1.526218,-0.646429,0.564501,2.146706
closure,-0.41317,1.066223,1.191453,0.382588,2.76802
necessary,-0.969123,-0.842151,1.375856,-1.223229,2.090502
inner,-0.604043,0.596424,0.712138,0.29906,2.730833
complement,-0.792374,0.450743,0.230931,0.181101,2.70303
planar,-0.708622,0.727653,-0.123908,0.353188,2.403694
stable,-0.230256,0.049905,1.352611,-0.104816,2.177615
induce,-0.373143,0.733801,1.045066,0.648202,3.242067
Hausdorff,-0.531547,1.283795,0.783225,0.367029,2.017732
cartesian,-1.08487,0.655215,-0.315089,0.109938,2.551954
logical,-0.20946,0.014569,2.01781,-0.698003,1.45871
alternate,-1.237932,0.550988,-0.95874,0.154455,2.14147
gaussian,-0.253633,-0.290303,1.750091,-0.257526,2.29983
composition,-0.738745,0.570657,0.792601,-0.087934,2.46911
ball,-0.915057,-0.103171,-0.684087,-0.0629,1.848877
triangular,-1.306165,0.432586,-1.816951,0.72308,2.458182
Newton,-0.897591,0.533485,1.329195,-1.366687,0.548499
classification,-0.615135,0.851515,1.61387,-0.777402,1.384552
reflection,-0.945972,0.14357,-0.337192,0.028194,2.366048
