word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
angle,-0.233109,-2.319659,0.424186,0.54191,0.29662,1.193752,-0.665136,0.988999,1.022646,0.135143,1.227312,0.403446,0.386939,-0.312758,-0.751607,-0.655976,-1.085328,0.50788,-0.44225,0.790805
random,0.934527,-0.729001,0.729406,0.182265,-0.401254,0.977298,-0.140235,0.405648,0.526624,0.207884,-0.230956,1.041829,0.066173,-1.373967,-0.109882,-0.777999,-0.54618,-0.155183,0.544003,0.119072
basis,0.639448,-1.009758,-0.495798,-0.222802,0.364637,1.898343,-0.071065,-0.430587,0.467441,-0.417955,-0.389886,-0.027438,0.055987,-0.050692,-0.697916,-0.159732,-0.000948,0.189443,-0.337674,-0.602313
natural,0.537193,0.64391,0.325788,-0.122961,0.473532,2.662116,0.11789,-0.560692,1.043664,0.205801,0.959898,-0.342171,-0.346305,-0.027663,-0.163666,-0.159339,-0.115848,-0.427298,0.43138,0.045199
power,-0.027214,-1.246629,0.832831,-0.366146,0.416594,1.118389,0.28137,-1.142786,0.523856,-0.189254,-0.186491,0.630345,-0.271271,-0.363633,-0.728315,0.489629,-0.679507,-0.060587,-0.934983,-0.917036
area,-0.919195,0.322073,-0.374965,-0.336491,0.039279,2.187987,0.528604,-1.168952,1.479848,-0.361432,1.539467,-0.585127,-0.07351,1.415432,-1.019635,0.622906,-1.005444,-0.50657,-0.083837,-0.731637
open,-0.987929,-0.004073,-0.600826,-0.453061,0.305346,0.569384,-0.463234,-0.444455,1.338866,0.199069,0.799088,0.429397,-0.347864,0.024384,-0.389133,0.324576,-0.471926,-0.510953,-0.6992,-1.279338
solve,0.530682,-0.55107,1.293361,-0.212341,-0.062389,1.572074,0.209535,0.1789,-0.025452,0.490175,-0.754253,0.597594,0.183944,-0.935675,-0.09496,-0.5094,-0.687195,0.566924,-0.816666,-0.274729
pair,0.094326,-0.799975,0.064399,0.382867,0.503995,0.24798,-0.877423,0.063673,1.23336,-0.126002,0.715523,0.99601,-0.699424,-0.118193,-0.633509,-0.243575,-0.897023,1.21553,-0.830079,0.693257
hold,-0.274055,-0.056465,-0.846154,-0.199804,0.716984,0.38363,-0.400033,-1.031521,0.849695,-0.454042,0.011357,0.099374,-0.163586,0.224455,-0.122593,0.255672,-0.109875,0.442778,-0.878188,-1.536886
limit,0.36165,-0.520997,-0.013016,-0.355315,-0.054773,1.978975,0.235015,-0.183111,0.505221,0.200466,0.076206,0.764252,-0.275629,-0.034843,-1.31912,0.489475,-0.140575,-0.107577,-0.167284,-1.089291
