word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
surface,0.246593,-0.070074,-0.646716,-0.324877,-1.370365,0.821532,-2.423978,1.154185,-0.386785,-1.51606,-0.230053,0.584258,-0.192069,0.735711,0.604935,-0.181264,1.496856,0.933135,-0.854038,-0.679711,-0.580811,0.853204
constant,-0.274524,0.45064,-0.281776,-0.713544,-0.826073,0.746165,0.038513,0.173727,-0.733177,-1.319471,0.502891,0.185092,0.137134,1.06754,-0.362086,0.913422,1.445286,0.566566,-0.647129,-0.245772,-0.399076,0.656513
application,-0.624103,-0.351946,-1.055863,1.604256,-0.108249,0.162361,-0.486294,0.056028,-0.13269,-1.769029,0.916115,-0.841252,-0.619956,-0.058476,0.271414,-0.487407,2.093102,0.203863,-0.596503,0.388245,0.282056,2.037643
integral,0.116051,0.804732,0.5912,0.367892,-0.650636,-0.107313,-0.534853,0.555736,-0.524927,-1.542058,0.739885,-0.847995,0.19197,0.433396,0.367547,-0.095281,1.041118,0.883973,-0.148436,0.322,-0.058218,0.177986
coordinate,0.061478,0.192722,0.186973,0.064832,-0.8547,-0.79121,-0.855883,0.240456,0.362187,-1.228532,1.707179,-0.741483,-0.585487,-0.126714,0.278728,-0.547401,1.199456,0.331554,-0.489537,-0.459155,0.283331,0.453866
complete,-0.331254,-0.819156,0.467437,0.417472,-0.449704,-0.785071,-0.128241,-0.445144,-0.94305,0.342958,-0.074048,0.741618,0.299938,0.503051,0.180871,-1.063269,1.005717,-0.038332,-0.821169,0.108971,-0.114486,0.760048
root,0.405015,0.083498,-0.792074,0.301842,-0.751081,0.600699,-0.656702,0.638765,-0.993492,-0.747139,-0.027765,-0.56777,-0.759549,0.948777,-0.05479,-0.614861,0.396764,0.115588,0.667618,-0.22109,-0.44835,-0.766388
length,0.103397,-0.477137,0.176652,-0.205492,-1.501287,1.229501,-0.854163,-0.053867,-0.277091,-1.11755,-0.999549,0.991367,-0.589015,0.957118,0.51332,-0.55895,0.857623,0.67866,0.489362,-0.371051,-0.608098,0.773758
continuous,-0.150734,-0.012404,0.196236,0.315626,-1.167997,0.313199,-0.673065,0.72732,-0.5946,-1.59655,0.695676,0.471672,-0.245727,0.334901,0.528562,-0.014465,1.270367,0.071024,-0.492568,-0.374248,-0.671806,0.65281
logic,-0.094305,1.568198,0.428787,0.996818,0.320056,0.739585,0.440321,-0.08831,-0.537334,-1.708417,1.21261,-0.29799,-0.041055,0.85425,-0.372369,-0.485102,1.195657,0.2402,-0.08521,0.871246,1.036716,0.82425
external,0.221178,-0.886896,0.131286,0.523421,0.784214,-0.326228,-0.453947,-1.264966,-0.273342,0.79345,-0.460451,-0.580919,-1.002097,0.752527,0.962313,-0.92022,0.597795,0.241429,-0.507433,-0.232502,0.07918,-0.171785
side,-0.252283,-0.842209,0.58302,-0.307479,-1.725002,-0.315443,-0.935482,0.742873,-0.509007,0.20217,-0.274635,0.625254,-0.218035,1.305233,0.565301,-0.23067,0.218479,0.199998,0.113626,0.535833,-1.203626,0.195127
unit,0.377694,-0.936622,-0.418563,-0.450665,-0.539414,-0.665124,-0.606554,-0.074589,0.8033,-0.836758,0.293968,0.675552,0.007623,0.06665,1.160427,-1.157413,1.738233,0.163782,-0.040068,-0.695981,-0.003952,1.749112
equivalent,0.174111,-0.554692,-0.213293,0.341946,-0.884852,0.256465,0.846314,-0.067372,0.001849,-1.564322,-0.703178,-0.181458,-0.037106,0.123161,0.305237,-0.773675,1.473841,0.461573,0.264515,-0.053269,-0.206017,0.889952
conjecture,0.144434,2.029217,-0.035608,-0.268806,-0.05921,0.56414,0.493033,0.31431,-0.142568,-1.495076,0.131684,0.174926,0.385534,-0.234071,-1.54088,0.567204,0.572716,0.814781,-0.119163,0.604375,1.131075,-0.736751
infinite,-0.219099,1.452285,-0.130331,0.732632,-1.078882,1.002419,0.207174,0.19235,-0.192391,-0.989139,1.012307,0.735141,-0.246343,1.3579,0.139108,-0.070268,0.25572,1.033144,-0.547527,0.916992,1.318062,-0.2503
operation,-0.171541,-1.047944,-0.804701,-0.492486,-0.414878,-1.495498,-1.010879,0.375276,0.449471,-0.265204,1.273925,0.456038,-0.263097,0.402084,1.345913,-0.038727,1.121724,-0.589559,-0.618433,-0.146507,0.051928,1.451199
