word,1,2,3,4,5,6,7,8
commutative,-0.596412,0.551072,1.9315,-1.64756,-1.212322,2.520018,0.390547,-1.296469
quotient,-1.137879,0.154538,1.965063,-1.139045,-0.43935,2.073606,0.75222,-1.067497
half,0.007873,1.927846,-0.047033,0.633835,1.106025,-0.777851,0.797545,0.097598
decomposition,-0.081793,0.612755,1.811886,-1.455735,-0.761397,1.558105,0.277989,-1.689608
density,0.562805,1.007464,1.583502,-1.671098,0.791781,1.583733,2.962649,-0.75553
affine,-0.790993,0.824643,1.591683,-2.121805,-1.312848,1.881903,0.830483,-1.208701
arbitrary,-0.865866,0.523832,2.121276,-0.980722,1.24887,1.883229,0.145209,-1.779901
morphism,-1.119804,0.245974,2.275935,-2.06525,-0.706421,1.490955,1.006121,-0.721679
scale,0.176774,1.297388,0.141898,-0.916148,0.840916,0.176474,1.029015,-1.788366
suppose,-0.767522,1.536469,0.978733,-0.119858,1.111777,0.390511,-0.706518,-0.738921
increase,1.47795,1.249852,0.936509,-0.31749,2.480834,0.471393,1.042184,-1.849385
projection,-0.488352,0.941121,0.43074,-0.976776,-0.436513,0.573029,0.886266,-1.793583
partition,-0.430738,0.111552,1.089831,-1.821551,1.096336,0.72229,0.393031,-0.311485
exponential,-0.499628,0.440516,1.916308,-1.229137,-0.277695,2.052267,0.601574,-1.901602
range,0.683913,1.305083,-0.270487,-0.606554,1.078952,-0.321454,1.836569,-1.531133
subspace,-1.228066,0.621035,2.105259,-1.821547,-0.761968,1.790674,1.048681,-1.179006
support,0.438129,0.454538,-0.529253,0.502519,2.11595,0.124244,-0.035855,-1.176491
diagonal,-0.849473,1.292654,1.621238,-1.437121,-0.702503,-0.057074,1.685269,-0.750405
computation,-0.371152,-0.275258,0.583888,-0.853302,-0.225924,2.123427,0.229741,-2.46884
curvature,-0.712278,1.179669,2.27459,-1.859036,-0.887891,1.226033,0.719396,-1.202137
flow,1.003191,1.250246,0.487681,-1.185464,0.331473,-0.531842,1.061834,-1.625725
analytic,0.021931,-0.753665,-0.327842,-0.622548,-0.04341,2.252563,-0.243286,-2.653777
chain,0.431585,0.949349,-0.029032,-0.070885,0.172714,-0.375347,0.770105,-1.624748
cohomology,-0.50475,0.265014,1.847235,-1.743687,-1.933546,1.812131,0.073828,-1.073351
trivial,-1.475733,0.873255,1.845643,-0.69745,0.036852,1.433107,-0.06415,-1.730677
converge,-0.213167,0.395823,1.376005,-1.015337,0.087795,0.282947,0.889653,-1.046743
lemma,-0.70287,0.027859,2.036097,-1.185561,-1.528267,1.438034,-0.271095,-0.866936
origin,-0.34427,1.194181,-0.923596,-1.267118,1.255581,0.108467,-0.389772,-0.492396
convergence,-0.212786,-0.255909,0.691197,-1.169812,0.219341,1.123976,0.381081,-1.41601
division,1.324335,-0.115856,-1.108137,0.706573,1.918645,-0.068632,1.239706,0.468715
