word,1,2,3
definite,1.990622,-1.210725,0.041
fractional,2.41222,0.579327,-1.264439
rotate,2.343043,0.153067,0.471224
seven,-0.003114,0.259545,2.279592
associative,2.515194,-0.48224,-1.506899
universe,0.683132,-1.581778,0.716634
hierarchy,1.404784,-0.554363,0.198115
subgraph,2.481248,0.175591,-2.764114
sentence,0.560412,-1.22423,1.066092
pole,0.532219,0.588603,0.816274
bayesian,2.155001,-1.145863,-2.014134
sine,0.845473,0.099297,-1.58591
simplify,2.14459,-0.22945,0.141573
degenerate,1.491126,-0.706713,-0.742038
fold,1.718016,0.242953,0.754796
circular,2.274158,0.687437,0.428413
Taylor,-1.950625,-0.907651,1.729432
minimize,3.59498,-0.539366,0.898218
characterization,1.711395,-1.772739,-0.222107
Euclid,0.14947,0.937157,-1.365418
Leibniz,-0.09033,-0.841192,-2.072288
demonstrate,1.842769,-1.074933,1.40729
stability,2.769463,-0.259544,0.827883
skew,2.221852,-0.34501,-1.146804
imaginary,0.818357,-1.539883,-0.040786
plot,-0.366713,-1.975929,1.35056
predicate,2.55915,-1.380538,-1.031105
resolution,1.445644,0.882726,0.723641
proportional,2.483784,0.746599,-0.06514
digital,1.152435,-0.093623,0.992679
residue,2.968697,1.137486,-0.494842
cluster,2.230028,0.654463,0.510189
Grothendieck,0.280125,-0.881134,-3.415233
trigonometric,2.12533,-0.440058,-2.459682
diameter,2.722736,1.692279,0.347884
Bernoulli,1.119284,-0.601936,-2.461657
modulus,2.439488,0.172951,-1.745593
estimation,2.418608,-0.245007,-0.575298
hermitian,2.707837,-0.507943,-2.815604
ordering,2.701372,-0.633198,-0.82823
eigenvector,2.579207,-0.429639,-2.439674
nine,0.015548,0.239661,2.303561
Erdős,0.163918,-0.682729,-3.032811
inversion,2.279575,-0.375753,-0.644923
vertical,2.662721,0.660292,0.646979
computable,2.289222,-0.949368,-2.555285
Church,-0.856368,0.430043,2.078652
continuity,1.272459,-1.260965,0.449261
Cartan,0.490866,-0.775444,-3.429171
fourth,-0.500839,0.185654,2.040566
interaction,2.830298,-1.016021,0.592648
embed,2.524416,0.172277,-0.70494
Conway,-1.73448,-0.483157,0.549077
valuation,1.837153,0.580423,-0.21302
chart,-0.366338,-1.173171,1.380433
internal,2.19144,0.027277,1.505362
separable,2.559621,-0.631075,-1.840719
coincide,0.718657,0.054483,1.250287
loss,0.947657,0.429165,1.890243
arrow,0.57234,-0.315617,0.572204
orient,1.211955,-0.12813,0.899565
pythagorean,1.430713,-0.891764,-2.447519
convolution,2.765282,-0.362187,-2.233726
Dirac,1.490546,-0.880629,-2.184427
Minkowski,0.734933,-0.823332,-2.461204
denominator,2.143102,-0.219014,-1.260044
centre,0.036577,1.183145,1.899584
Lagrange,-0.227809,0.848596,-1.570367
hull,-0.00119,0.964266,1.047349
bipartite,2.121699,0.372415,-2.255958
linearly,3.245886,0.100092,-0.89466
outer,1.877178,0.370047,0.876264
interpolation,1.437802,-1.316692,-1.317756
dot,1.247695,-0.364545,0.347974
simulation,2.160563,-0.306823,0.134583
congruence,1.95034,-0.933942,-2.419207
summation,1.925535,-1.042749,-1.662039
substitute,0.174884,0.00336,0.705039
width,2.765425,1.569687,0.377935
Klein,-1.348156,-1.022809,0.023579
semisimple,2.319848,-0.829904,-3.381708
congruent,2.459332,-1.020117,-1.826592
converse,0.060507,-1.158464,-0.032236
torsion,2.500959,0.032505,-1.711351
clique,0.625674,-0.726692,-1.163266
divisible,1.998102,0.326322,-1.59637
compose,0.044687,-0.768894,0.965789
honeycombs,0.769166,0.161319,-3.526441
median,2.322518,2.383245,0.161875
predict,1.978937,-0.731987,0.669576
Möbius,0.34914,-0.498039,-2.713899
simplicial,2.249037,-0.087645,-3.512595
Jacobi,-0.936995,-0.841336,-1.64443
embedding,2.46095,-0.676109,-2.257789
integrate,2.151812,0.490404,1.007502
decide,-0.296191,-0.955652,2.128062
cosine,2.348289,-0.319169,-2.37737
hexagonal,2.42569,0.838286,-1.197094
joint,0.938976,0.716947,1.673236
algebraically,2.216387,-0.473966,-2.532727
convergent,2.505517,-0.445533,-1.083706
propositional,2.48989,-1.996471,-2.257188
solvable,2.218748,-1.276854,-2.431634
commute,0.596409,0.970692,0.227299
dodecahedron,1.540795,0.106697,-3.536683
substitution,2.194818,-0.312176,-0.316859
deterministic,3.023764,-1.116118,-1.462588
data,2.117975,0.760859,0.302379
Hodge,-1.808488,-0.793414,0.452107
tessellation,1.919135,-0.029205,-2.98341
covariance,2.90949,-0.49005,-2.094268
bilinear,2.76933,-0.657542,-2.919511
Fibonacci,1.247591,-0.17889,-2.654394
Frobenius,0.62438,-0.313667,-3.145004
Peirce,-0.493008,-0.907766,-1.778355
Cayley,-0.492104,-0.038005,-2.45446
evaluation,2.068771,-0.149768,0.843722
irrational,1.776838,-2.547777,-0.541191
composite,1.930675,0.683512,0.361912
noise,1.922074,-1.282479,0.606068
Hamilton,-1.879045,0.082426,1.791738
walk,0.094161,-0.769029,1.915801
recursion,2.426197,-0.8182,-2.018533
likely,1.616659,-0.663765,1.768309
radical,0.822024,-1.072266,0.597978
slope,1.96375,1.315777,0.847055
cylinder,2.047037,1.479937,0.03194
multiplicity,2.02504,-1.191858,-1.168975
computing,2.013167,0.135712,-0.255218
expectation,1.579926,-1.549761,1.293293
factorial,2.052209,0.141463,-2.408711
recurrence,2.441314,-0.853838,-0.828721
lambda,0.545031,0.337724,-1.460047
neighbor,0.097562,-0.626552,1.155081
hyperplane,2.638138,0.469446,-2.635168
quantifier,2.679649,-1.436323,-2.554836
signature,1.016396,-0.751064,0.784584
mode,2.353958,-0.383351,0.638158
logarithmic,2.60157,-0.119192,-1.933584
tuple,2.04103,0.189295,-2.047237
