word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
surface,-0.179977,0.288106,1.145471,-0.415918,0.357343,-0.355088,-1.14498,0.105313,-1.818128,0.072967,0.14708,1.351928,-2.320535,-0.234258,1.441512,1.347652,-0.906463,-0.704731
constant,-0.888362,0.650747,1.178108,0.511841,0.157806,-0.37513,-0.416238,0.292279,-1.203075,-0.081875,1.142271,0.80596,-0.852367,1.052526,0.701825,0.008853,0.004676,-0.972954
application,0.571258,1.020201,-0.025131,-0.332827,0.525562,-1.945237,-0.369765,2.386932,-1.392378,0.291941,-0.372117,1.674454,-0.62503,0.962268,-0.021046,0.572407,-0.369851,0.183157
integral,-0.145795,0.46477,0.538912,0.419485,-0.028798,-0.833052,0.434953,0.224077,-1.504171,0.425351,-0.036422,0.911613,-0.173833,0.495874,0.157385,1.285977,0.466326,-0.412204
coordinate,0.348704,0.682047,-0.477966,0.384275,-0.878012,-1.383603,0.132948,0.711014,-1.35039,0.123206,-0.575844,0.254093,-0.900034,0.88975,0.682697,0.99011,0.124006,-0.730041
complete,-0.923566,-0.034978,-1.330839,-0.190165,0.736289,-0.322466,-0.88471,0.123666,-0.2086,-0.253423,0.429008,0.516715,-0.742025,0.895327,0.118882,0.826395,0.459698,0.888549
root,-1.070213,0.843262,-0.096732,-0.064814,0.391555,0.505988,-0.304391,0.412404,-1.22146,0.381285,-0.318485,0.669205,0.442262,-1.168357,0.837333,0.575765,-0.513979,-0.745407
length,-0.665316,0.628035,-0.098358,0.192833,1.438679,0.55908,-0.456812,-0.641497,-1.124145,0.214412,-0.041995,1.720183,-1.64698,-0.334979,0.809771,0.240423,-0.942182,-0.091892
continuous,-0.240366,0.79465,0.384104,0.767157,0.236777,-0.926692,-0.759889,0.063605,-1.446679,-0.008294,0.5609,1.215376,-1.101419,0.165415,0.467456,1.202537,-0.095096,-0.329414
logic,0.18306,1.84908,0.60612,0.619779,0.041268,-0.680999,0.696479,1.168902,-1.290925,1.198524,0.233212,1.059707,0.443603,0.764479,0.505975,0.053251,1.404541,0.634595
external,-0.060447,-0.375906,-1.837401,-0.894428,0.43602,0.948744,-0.074519,0.377637,0.478456,0.50635,-0.312429,0.777936,0.273925,0.968746,0.348131,1.13911,-0.700311,0.383933
side,-1.395675,-0.955975,-0.823851,0.229263,0.371697,0.506538,-0.905301,-0.485241,-0.752083,-0.339571,-0.041389,1.159279,-1.631604,-0.64868,-0.160938,0.855145,0.378297,-0.504077
unit,0.127549,0.486267,-1.105852,-0.874923,0.209124,-1.631114,-0.151741,0.288325,-0.263261,-0.358708,0.004099,0.980494,-2.186778,0.407082,0.60404,0.761707,-0.739315,0.475428
equivalent,-0.707096,0.765485,-0.243918,-0.101236,1.089594,-1.216323,0.667405,-0.069694,-0.897333,-0.276133,-0.206007,1.32034,-0.434518,0.39739,0.215708,0.039804,-0.727773,0.11938
conjecture,-0.08462,1.16442,1.806249,0.577806,-0.027998,-0.315364,0.68025,-0.145528,-1.409561,0.521962,0.06097,-0.636638,0.743642,0.481061,0.793297,-0.630564,1.012305,-0.037708
infinite,-0.245797,1.402422,1.053582,1.6396,-0.123963,0.503107,0.181574,0.530049,-0.307292,0.717452,-0.449248,1.070441,-0.779885,0.213721,0.955037,0.252941,1.021098,-0.035465
operation,0.123872,0.299285,-1.069341,-0.667279,-1.171321,-1.469382,-0.68095,0.976011,0.084239,-0.486579,0.50673,0.542,-2.191841,0.313579,-0.348788,0.965312,-0.336693,-0.201161
angle,-0.238947,0.72264,0.973262,0.26626,0.410108,0.204568,-0.415701,-0.925199,-1.633886,0.522128,0.106141,1.465152,-2.137719,-0.150228,0.945971,0.427045,0.731126,-0.750024
random,-0.020808,1.448821,0.782058,0.493345,-0.119815,0.512323,-0.482858,1.219643,-0.808908,0.639488,-0.135998,1.015809,-0.563871,0.403086,0.335996,-0.621843,0.009625,-0.038928
basis,-0.654569,1.219338,-0.886704,0.07766,0.001885,-1.061364,-0.324779,0.183153,-0.81293,-0.015027,0.265671,1.064449,-0.525239,0.409759,0.455942,0.160597,-0.307628,-0.377234
natural,-0.703631,0.604783,-0.090745,-0.296877,-0.047094,-0.117845,-1.484923,0.503529,-1.469677,0.043419,-0.038788,0.225917,0.420983,0.121493,1.151519,1.248842,-1.447624,-0.236834
power,-1.023509,0.749413,-0.394185,-0.368309,-0.061614,-1.008492,-0.576643,0.924011,0.090059,-0.565875,-0.044665,0.824413,-1.695626,0.116622,0.178834,0.550412,0.179277,-0.377243
area,-0.614228,-0.156371,-1.650512,-0.133517,0.40872,-0.812546,-1.809769,-0.115487,-1.110103,-1.080139,-0.513413,-0.375003,-1.171521,-0.636106,0.863827,1.736986,-1.141623,-0.042778
open,-0.51681,-0.599593,-1.426214,0.034597,0.707498,0.057779,-1.183798,0.357366,-0.2682,-0.200797,-0.139539,0.594955,-0.816997,-0.057154,-0.608071,1.369706,0.180169,-0.162285
solve,-0.478014,1.090992,0.91216,0.274937,-0.448297,-1.115637,-0.559634,1.180608,-0.641211,0.013605,-0.106302,0.919585,-0.1276,0.535434,0.621993,-0.12243,0.987326,-0.447306
pair,-1.078308,-0.59894,0.375397,-0.373161,0.777042,0.409803,-0.228044,-0.259489,-0.795922,0.06484,-0.490382,1.831098,-1.282609,-0.308764,0.358214,-0.152873,0.504603,-0.437298
hold,-1.317213,-0.112001,-1.811998,-0.255905,0.125314,-0.440106,-0.628281,-0.168298,0.184731,-0.560515,-0.055131,0.618594,-0.255006,0.21742,-0.56609,0.453818,0.431262,-0.32147
limit,0.123578,0.67045,-0.822921,-0.042047,0.527964,-1.242579,-1.002828,0.715376,-0.755642,-0.334578,0.037254,0.969289,-0.831723,0.165607,-0.031516,0.238903,-0.643036,-0.558389
special,-0.277956,0.245126,-1.363201,-0.36762,0.17122,-0.133751,-0.350161,1.201653,0.442326,0.218645,0.110144,1.230862,-0.524639,-0.223848,-0.094792,0.533061,0.26465,-0.196306
generate,-0.108594,1.30463,0.823577,0.319636,0.801105,-1.074301,-0.889007,1.273879,-0.929204,-0.186181,-0.537079,1.34569,-1.248977,0.676397,0.310448,0.481425,-0.754202,-0.699313
coefficient,0.333597,0.768358,1.452425,0.406816,0.865617,-0.996315,0.573141,-0.779915,-2.217097,0.502515,-0.263292,1.23903,-0.531429,1.735541,0.794785,-0.488945,0.217451,-1.54506
standard,-0.043858,1.055225,-0.81346,-0.305689,0.909896,-1.279476,0.128559,1.031659,-1.049865,0.216712,-0.030059,2.107013,-0.783063,0.364235,-0.717819,0.535966,-0.450218,0.261424
