word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
state,0.394224,0.581593,-1.054592,-0.319231,-0.217078,-0.121249,-0.65264,1.095633,-0.28333,0.299491,0.413412,0.297775,-0.555533,0.405859,-0.238256,-0.179801,0.809228,-0.152861,0.274398,-0.092271,-0.107471,0.566947,0.475533,-0.866719,-0.813632,-0.061663,1.183883,-0.258497,-0.33248,-1.040418,-0.760798,0.089842,0.053379,-1.007591,0.916727,0.418582
sequence,1.289345,0.418589,-0.336176,-0.756225,0.529535,0.08592,-0.214331,-0.093226,0.181646,0.158737,0.206101,0.988822,-0.371909,-1.443306,-1.147011,0.752043,0.927848,-1.016728,-0.712855,-0.081824,0.410203,0.911525,0.186074,1.003019,-0.513621,0.053177,-0.307722,0.325901,1.243931,0.644309,0.676382,0.233985,1.048257,0.411911,0.775258,-1.031533
distribution,-0.378375,0.135465,-0.258917,-0.277668,0.048655,0.458066,-0.148019,0.406372,-0.53999,-0.037942,-0.566271,0.202609,-0.101569,0.020438,-1.328246,0.408281,1.171521,0.804323,-1.026082,0.258376,0.593327,2.410193,0.955529,-0.125254,-0.772152,0.005727,-0.300728,1.007338,-0.107758,-0.195663,0.742085,-0.859806,-0.108638,0.729481,0.074669,-0.208402
variable,0.071855,0.497181,-0.202432,-0.183554,0.100413,-0.001917,0.686346,0.604374,-0.192128,-0.532953,0.367437,0.877435,-0.256534,-0.69293,-1.935459,1.097027,0.963311,0.080627,-0.665703,0.375564,0.606129,2.752416,-0.277435,0.893497,0.208326,0.400178,-0.212738,0.240682,0.556969,0.147451,0.253471,-0.246867,-0.240104,1.046925,0.162762,-1.364684
solution,0.399084,0.340779,-0.300423,0.243325,-0.0814,0.448965,0.450916,0.57235,-0.63608,-0.537131,0.025553,0.416086,0.301888,-0.604925,-1.374352,0.001405,0.242432,0.459189,0.462098,0.13669,0.607057,1.90993,0.61938,-0.066736,0.329944,-0.072966,-0.349612,0.094059,1.8716,-0.667856,-0.106877,-1.079438,-0.335434,-0.583646,0.252901,0.353079
square,1.049277,0.054763,0.5194,-0.368068,0.556233,-1.942999,-0.208193,-0.147287,-0.328276,-0.387076,0.306531,-0.065442,-0.52036,0.07956,0.537674,0.390397,0.668554,-0.308318,-1.592571,-0.57318,-1.01274,0.670146,0.572149,0.498007,-0.496685,-0.531968,0.328241,-0.070342,-0.229255,-1.203524,-0.094264,-0.539947,-0.547656,0.011646,-0.215115,0.718665
map,1.293182,0.006475,0.65813,-0.815547,0.237654,0.062288,-0.525517,-0.168674,-0.810971,-0.057977,-0.552274,0.096132,0.104169,-0.500981,-0.289196,-0.441269,0.499575,-0.062888,-1.150752,0.747486,0.374098,1.45509,0.181874,0.347226,-0.484169,1.090058,1.111107,-0.159251,0.355771,-1.071448,1.278369,-0.336964,-0.117227,-0.257892,0.44376,-0.750044
class,-0.762923,-0.006221,-0.642664,0.186924,0.754359,-0.199819,-0.306425,0.357947,0.510474,0.067029,0.370618,1.445802,0.036596,-0.202585,0.537717,0.821374,0.515619,-0.373315,-0.009928,0.129838,-0.198308,1.427999,-0.776196,0.526327,-0.594019,-0.136815,-0.278201,-0.737798,-0.198823,-0.79473,-0.488351,0.691636,-0.353706,-0.308314,0.600292,0.207528
integer,1.536556,1.537156,0.039584,0.212759,-0.093952,-0.542919,-0.46559,0.776403,-0.073182,-1.44481,0.37307,1.405563,-0.998992,-1.840657,-1.022865,0.349033,1.935268,-0.169174,0.353919,0.408687,-0.337082,1.518564,0.265718,1.062537,1.478118,0.686266,-0.084216,0.333942,0.223157,-0.015903,0.242612,-0.053267,-0.261363,0.586949,-0.592869,-1.439489
mean,0.092936,-0.106055,-0.491245,-0.471521,-0.320492,-0.461736,0.069315,1.050811,-0.035045,-0.321757,0.010998,0.122252,-0.579109,-0.500395,0.042383,0.909874,0.045426,0.239229,0.028587,0.501845,0.144244,2.009082,0.680449,0.327249,0.058777,-0.249354,0.496468,0.056342,0.421905,0.995392,0.144549,0.222924,0.064203,-0.520631,0.964561,-0.046917
