word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
equal,0.734043,0.163942,-0.160784,-0.563161,-0.042976,-0.023467,-0.474544,0.477789,1.778447,0.403162,1.513895,0.723895,0.212143,-0.397972,0.091298,-0.560861,1.116665,-0.442059,0.423494,0.844504,0.121423,-0.193786,-0.725028,0.230636,1.175634,0.330278,-0.257572,-0.103615
lie,0.27737,-0.808544,0.681161,0.271968,0.075562,-0.192591,-0.042769,-0.795938,0.330409,-0.489598,0.143693,1.369353,0.716212,-0.300222,0.44865,-0.715967,0.255356,-0.259204,-0.030104,-0.499482,0.654425,-0.004484,0.16338,0.41614,-0.152832,-0.077827,-0.149463,-1.558914
manifold,0.031068,0.829377,0.821245,-0.688679,-1.211683,-0.967637,0.859821,1.094161,0.902796,0.465577,-0.801873,0.25599,0.846333,-1.221265,0.049051,-0.771699,0.140909,0.146864,1.900966,-0.658603,0.47601,0.471919,-0.345619,0.200868,0.55578,0.284669,-0.059165,0.42443
degree,-0.380686,-0.078262,-0.66356,-1.02666,0.545133,-0.261467,0.093844,0.409784,0.758931,0.947077,-0.104505,0.873673,-0.829329,-0.319551,0.806841,0.177529,1.8717,1.10295,-0.603124,0.507605,1.208617,-0.793719,-0.451948,0.740063,0.594508,0.680602,-0.669215,-0.214897
differential,-1.098392,0.599698,-0.091984,-0.362997,-0.215385,-0.595507,0.967687,1.777212,1.678878,0.407058,-0.375314,0.282782,-0.133142,-0.746262,0.004943,-0.65986,1.24275,0.131066,1.895741,-0.086552,-0.170252,0.192122,-0.124679,0.778283,0.886203,0.384573,-0.543727,0.374256
$\mathbb{C}$,-0.606798,-0.87709,-1.375924,-0.220755,-1.12198,0.746602,0.158964,1.25003,0.144794,0.274796,-0.816725,0.190512,0.873548,0.06552,0.510377,-0.65601,1.276029,-0.764616,0.013882,-0.35707,-1.002167,-0.614303,0.068152,-0.443329,0.410845,0.606669,-0.618711,-0.13624
regular,-0.448997,0.317936,-0.343379,-0.242741,1.002788,0.683431,-0.901956,0.627167,0.089981,0.953534,1.09952,0.836396,-0.244805,0.541925,-0.28819,0.281582,0.732126,0.150424,-0.19318,-0.012545,-0.633284,-0.422219,-0.300128,-0.207615,0.265089,-0.118239,-0.405713,-0.972326
second,0.154896,-0.216066,-0.271962,-0.544289,0.237764,0.731687,-0.395727,0.455389,0.494252,0.679418,0.823841,1.068688,0.434541,0.754544,-0.17793,0.071911,1.11925,-0.45005,-0.742125,0.262642,-0.721485,0.116194,0.281788,-0.005818,-0.350746,-0.286209,-0.49221,-0.984451
triangle,0.473366,-0.154394,0.495717,0.60977,0.189948,-0.591114,0.229703,0.557932,-0.382736,-0.0343,0.237584,0.888279,0.808267,-0.73353,0.010174,0.211723,-0.409702,0.187972,0.767234,0.23117,-0.093504,-0.089861,-0.784702,-0.110534,-0.184351,0.077081,-1.052974,-0.391909
subset,-0.435799,0.690302,-0.988915,1.128683,-0.213077,0.534218,-0.21257,0.945599,1.078617,-0.257628,-0.21988,0.876509,0.037567,-1.176368,0.90623,-0.040839,-0.018871,-0.025538,1.832084,-0.027052,0.274511,0.205777,-0.520865,0.11309,1.58535,0.169725,-0.598135,0.366014
