word,1,2,3,4,5,6,7,8,9,10,11,12,13
ideal,-1.76204,-0.036508,-0.109801,0.344427,-0.018382,-0.888082,0.840648,0.387142,-0.133326,0.22316,1.364734,-0.34161,0.008036
dual,-0.043393,1.059539,0.0127,-0.980514,-0.282939,-0.036117,1.069954,1.837135,0.470892,0.055371,0.079054,0.377432,0.518047
module,0.016441,2.243879,0.414174,-0.318997,-0.051328,-0.084734,0.32003,2.668636,0.609809,-0.631302,0.683351,-0.369631,0.7918
invariant,-2.403877,1.723254,0.993141,1.45167,0.141586,0.547983,0.977556,1.477853,0.027595,0.677691,0.170314,1.067957,0.391616
$\mathbb{Q}$,0.415792,1.174289,-0.063691,-0.202339,-0.789548,-0.528964,-0.286252,0.350933,0.705169,0.241231,-0.024573,0.918401,0.591274
index,-0.677772,-0.177932,0.116311,1.206275,-1.149846,-0.844156,0.270954,1.897299,0.552085,-0.709806,0.10383,0.35245,0.587675
information,-0.146189,-0.458127,-0.077339,0.130859,-0.061061,-0.749724,0.713564,1.725484,1.088853,-1.707321,1.305748,-0.681163,0.594848
transformation,-1.285057,0.424012,0.256239,0.876551,-0.202365,-0.632243,0.735747,0.710226,0.810578,-0.29906,1.034183,-0.419965,0.558208
extension,-0.192108,-0.199949,-0.046786,-0.372231,0.017629,-0.269771,0.884756,2.191846,-0.420554,-0.08096,-0.209252,-0.193418,0.712747
direct,1.185056,0.439717,-0.502731,-0.189455,-0.227446,-0.736279,0.38363,-0.99136,0.615028,-0.93803,1.482387,-0.188028,0.162615
uniform,-0.541059,0.236916,0.05275,-0.887417,0.521174,-0.392967,1.162408,1.127495,-0.541012,0.33318,0.667999,-0.172855,0.071892
path,-0.594317,-0.267436,0.132118,-0.332841,0.410092,-0.773653,0.159194,1.158347,-0.1243,0.922097,0.956849,-0.556129,0.825909
negative,-1.364827,0.265793,0.617325,0.089268,-0.148392,-2.1974,0.052393,0.581841,0.782559,-0.486454,1.75914,0.921179,0.331754
image,-0.427051,0.567369,-0.542489,0.56861,-0.547803,-1.056685,0.185565,0.977351,-0.130255,0.104427,1.601774,-0.749376,1.07763
member,1.00006,-1.822034,-0.35352,-0.853797,-0.275794,0.193031,1.305697,-0.333352,0.79103,-0.816969,0.739433,0.121584,0.159315
inverse,-1.836267,1.720523,0.84269,0.940188,-0.081135,-0.490493,0.514066,1.315138,0.461833,0.260777,0.222854,1.032478,0.405749
step,-0.115265,0.347315,0.144994,-0.760054,0.232501,-0.889583,0.795156,0.568113,-0.309578,-0.230995,1.259593,0.645185,0.28316
independent,0.073192,-1.210578,-0.546754,-0.625617,0.059725,-0.292802,0.990243,0.731775,0.719106,-0.753027,0.574456,-0.01414,0.446126
arithmetic,-1.991592,1.568826,-0.189994,0.734753,-0.288617,0.776187,0.503106,1.584384,-0.265636,-0.167243,0.30877,1.100614,1.276866
position,0.051642,-0.869279,0.165112,-0.909358,0.512469,-0.122528,1.66254,0.847859,0.404298,0.398848,1.217104,1.020594,-0.130196
calculus,-2.011594,1.386141,0.536472,1.212324,-0.203091,0.723148,1.167139,0.773065,0.516383,-0.447892,-0.455176,0.692478,1.163007
rational,-2.678968,0.28262,-0.194259,0.964141,0.670209,-0.472404,0.699122,0.617662,0.712648,-0.761258,1.03341,0.413475,0.84246
law,-0.204856,-2.232638,-0.070999,0.245778,0.179335,0.177935,0.707874,0.496242,0.656607,-1.898696,1.209469,0.683648,0.28309
tree,-0.130904,-0.671638,0.829172,-0.325249,-1.05572,-1.391583,-0.35393,0.247002,-1.51918,0.787933,1.06284,-1.012504,0.938126
component,-0.51231,1.148985,1.031557,-0.214776,-0.60176,-1.199054,1.425131,2.50808,0.429121,-0.390532,1.083612,-0.662342,0.211894
lattice,-1.517143,1.770788,1.142071,0.770843,-0.135487,-0.2498,1.398259,1.290134,-0.692282,0.95925,-0.189194,0.007094,0.363534
inequality,-2.595725,-0.75689,0.691747,1.05372,0.23269,-1.364344,0.382411,0.286492,1.160376,-0.71061,-0.093807,0.692575,-0.163086
volume,0.638677,-0.098208,-0.470899,2.009316,-1.198938,-0.307049,-0.264115,1.300755,-0.012583,0.053722,1.195296,0.287295,0.998711
