word,1,2,3,4,5,6
singular,0.854418,-1.020614,0.593824,0.100685,-1.578881,-0.956505
filter,-0.995495,-0.142686,-0.663311,2.00913,-2.185996,-1.293389
automorphism,1.254283,-0.274873,-1.30036,0.252536,-2.470883,-1.520433
absolute,0.38912,-0.941019,0.895139,1.040269,-1.387692,-0.299915
constraint,0.577321,-0.316008,0.416275,2.223411,-2.191297,-0.417227
relationship,-0.497292,0.262166,2.656008,0.736538,-1.084003,0.184455
multiply,0.26436,-1.229549,-0.270666,1.090388,-1.729322,-1.415211
decision,-0.182261,-0.529151,1.506967,1.554675,-0.149409,1.169537
six,-1.45989,-0.532636,0.793467,1.030646,1.399825,-0.740408
homogeneous,0.948011,-0.339703,-0.419775,1.259872,-2.260756,-1.732164
cyclic,0.676306,-0.247364,-0.967224,1.076372,-2.163248,-1.459475
stochastic,0.921216,0.533323,-0.676925,1.319066,-2.899649,-0.011288
Banach,1.339943,-0.023688,-1.042797,-0.039959,-2.583482,-0.299734
spherical,-0.100582,0.044669,-0.996718,0.45621,-1.896705,-2.576537
riemannian,1.269132,0.847547,-1.147508,0.342454,-2.709535,-1.221979
cardinal,0.245587,-0.238405,0.719896,-1.179183,1.388889,0.020164
generator,-1.078001,-0.032077,-1.253096,1.902961,-1.340614,-1.090307
cubic,0.148107,-0.923587,-2.31571,1.139512,-0.458398,-2.041
